ID,email,name,address1,address2,state,city,country,website,hours,phone,zip,lat,lon
136,hiltonpjones@gmail.com,Shamrock Supply,6731 North Federal Blvd.,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80221,39.8188741,-105.0251542
583,eomcfloydo@yahoo.com,Colorado Bud Blog,4652 Gibralter St.,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80249,39.7956911,-104.7572089
178,Justin@maximumGrow.com,Powered By Awesome,22 South Sheridan,Test Address Line 2,Indiana,Indianapolis,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,46219,39.770703,-86.060443
103,Cultivatecolorado@gmail.com,Sunlight Supply,7614 West 38th Ave #B111,Test Address Line 2,Colorado,Wheat Ridge,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80033,39.7693604,-105.081707
500,sagemasta@gmail.com,Roots Garden Supply,3354 Larimer St.,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80205,39.765577,-104.97578
1022,milehighsocialmedia@gmail.com,Method Seven Representative,1705 Federal Blvd,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80204,39.7442693,-105.0256205
204,Thegrowstoreicm@gmail.com,Advanced Hydroponic Garden,8644 W. Colfax Ave.,Test Address Line 2,Colorado,Lakewood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80215,39.7400036,-105.0941521
233,jose@costplushydro.com,Hometown Hydroponics,2530 West Barberry Place,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80204,39.7302861,-105.0185081
900,jmcohen220@hotmail.com,Integgrity Insurance,12 Broadway #220,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80203,39.716915,-104.987119
900,jmcohen220@hotmail.com,Medicineman,601 S Broadway Suite I,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80209,39.7057586,-104.9876006
678,Ryan@thecliniccolorado.com,Trichome Tech,601 S. Broadway Suite I,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80209,39.7057586,-104.9876006
13,cultivate.north@gmail.com,Mountain Feed and Farm Supply,666 Buchtell Blvd.,Test Address Line 2,Colorado,Denver,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80210,39.6935667,-104.9793551
1118,carns@student.cccs.edu,The Rose Girls Florist & Hydroponic Supplies,2841 S. Lansing Way,Test Address Line 2,Colorado,Aurora,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80014,39.665286,-104.857583
204,Thegrowstoreicm@gmail.com,Alternative Herbal Health Services,5050 S. Federal Blvd #31,Test Address Line 2,Colorado,Englewood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80110,39.6247604,-105.0237568
664,jlancaster@bwgs.com,Heliospectra AB,1400 Hancel Parkway,Test Address Line 2,Indiana,Mooresville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,46158,39.5714358,-86.3810279
673,scottembree@mac.com,LED it Grow,9682 Beacon Hill Ct.,Test Address Line 2,Colorado,Highlands Ranch,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80126,39.53996,-104.976802
624,lindsay@happygrowlucky.com,DNA Genetics,11973 Springs Road #100,Test Address Line 2,Colorado,Conifer,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80433,39.5009632,-105.3254342
206,Headlandsgardensuppy@gmail.com,Northern Roots Grow Supply,630 N Franklin St.,Test Address Line 2,California,Fort Bragg,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95437,39.448515,-123.80412
454,Jennie@homegrowngardeningsolutions.com,Highland Grow and Flow AU,16935 South Elk Creek Road,Test Address Line 2,Colorado,Pine,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80470,39.408951,-105.323325
75,Everestgardensupply1@me.com,The Hydro Store,260 Margie Drive,Test Address Line 2,California,Willits,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95490,39.3859942,-123.343609
24,jeff@methodseven.com,Marijuana Venture Magazine,14370 Muscrove Farm Ct,Test Address Line 2,Michigan,Glenwood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,21738,39.2791997,-77.02766
859,mendogreenhouse@gmail.com,Growin' Crazy,960 E. School Way,Test Address Line 2,California,Redwood Valley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95470,39.265711,-123.205884
859,mendogreenhouse@gmail.com,Hydro 101,P.O. Box 764,Test Address Line 2,California,Redwood Valley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95470,39.2652491,-123.2041429
1083,hydromaiden@sbcglobal.net,Second Sun LLC,12506 Loma Rica Drive,Test Address Line 2,California,Grass Valley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95945,39.2215976,-121.0117884
284,Purchasing@hometownhydroponics.com,Access Hydroponic,800 S Auburn St,Test Address Line 2,California,Grass Valley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95945,39.2013533,-121.0599403
185,gjindoorgardener@gmail.com,Greenhouse Tech,3225 I-70 Business Loop A10,Test Address Line 2,Colorado,Clifton,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,81520,39.0905153,-108.4547488
622,info@mdhydro.com,American Ave. Hydroponics,12130 Nebel Street,Test Address Line 2,Maryland,North Bethesda,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,20723,39.051998,-77.1102951
513,sales@hydroponics-depot.com,Hydrobuilder.com,3266 Centennial Blvd,Test Address Line 2,Colorado,Colorado Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80907,38.8771311,-104.8470424
218,Greenhousetech@q.com,Southside Garden Supply,917 East Fillmore Street,Test Address Line 2,Colorado,Colorado Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80907,38.8737496,-104.8093921
542,Angieconsulting@yahoo.com,The Harvest Company,422 S. 8th St.,Test Address Line 2,Colorado,Colorado Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80905,38.8277247,-104.8407696
106,kbjlkeenan@comcast.net,Grow Guru Horticulture (Pty) South Africa,1109 South Tejon Street,Test Address Line 2,Colorado,Colorado Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80903,38.8180556,-104.8240337
918,mgftwo@yahoo.com,San Francisco Garden Supply,4447 Granite Drive,Test Address Line 2,California,Rocklin,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95677,38.7945308,-121.2172986
426,growsupplies@yahoo.com,Black Dog LED,4633 Freeman Hill Dr.,Test Address Line 2,California,Placerville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95667,38.6971672,-120.8444571
249,brooke@plantitearth.com,D&S Garden Supplies,3200 Arden Ridge,Test Address Line 2,California,Sacramento,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95864,38.594621,-121.3899457
720,miked@thegrowbiz.com,GrandAir Aviation,3127 Fite Circle,Test Address Line 2,California,Sacramento,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95827,38.572596,-121.325366
6,brad.mia@gmail.com,Green in the Black,641 Bowen Circle,Test Address Line 2,Utah,Moab,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,84532,38.568055,-109.538307
55,lyn@gardenspout.com,Edens Hydro Gardening Store,1236 Briggs Avenue,Test Address Line 2,California,Santa Rosa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95401,38.449527,-122.728545
1319,houstonsmothermon@hotmail.com,Oasis Hydroponics Inc,992 Stanislaus Way,Test Address Line 2,California,Santa Rosa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95401,38.441896,-122.758881
75,Everestgardensupply1@me.com,Method Seven,P.O. Box 6006,Test Address Line 2,California,Santa Rosa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95406,38.44,-122.71
43,chad@thegrowbiz.com,J & K Hydroponics AU,6731 Sebastopol Ave.,Test Address Line 2,California,Sebastopol,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95472,38.4026186,-122.8192157
645,Don@srhydro.com,"Hydrodynamics International, Inc. Marketing",4180 S. Moorland Ave.,Test Address Line 2,California,Santa Rosa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95407,38.3769721,-122.7173099
260,kfoudy@gmail.com,House of Hydroponics,55 Enterprise Court Unit 2,Test Address Line 2,California,Napa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94558,38.260867,-122.27331
1260,nwgardensupply@gmail.com,One Love Garden Supply,9100 E Marginal Way S,Test Address Line 2,Washington,Seattle,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,98108,38.18979,-122.141821
36,K.Trichometechnologies@gmail.com,Chlorophyll,646 Henry St.,Test Address Line 2,California,Vallejo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94591,38.112021,-122.220362
447,Adam@motherlodehydroponics.com,Willow's Garden Supply,795 W Stockton Road,Test Address Line 2,California,Sonora,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95370,37.9770091,-120.3914031
1330,elizabethbiddlecome@gmail.com,Method Seven Marketing & Trade Shows,1360 s 49th,Test Address Line 2,California,richmond,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94804,37.912935,-122.3282498
23,customerservice@methodseven.com,Hydroponics 4 Less,1606 Milvia Street,Test Address Line 2,California,Berkeley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94709,37.8775113,-122.2713441
715,hempstore@patientidcenter.org,"Grassroots Pharm, Inc.",P.O. Box 70401,Test Address Line 2,California,Oakland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94612,37.8113159,-122.2682245
715,hempstore@patientidcenter.org,"Grassroots Pharm, Inc.",1733 Broadway,Test Address Line 2,California,Oakland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94612,37.8072819,-122.2696211
249,brooke@plantitearth.com,Method Seven,1 Dorman Ave.,Test Address Line 2,California,San Francisco,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94124,37.7398669,-122.4014368
1009,barbackflow@aol.com,NorCal HydroGardens & Organics,P.O. Box 920,Test Address Line 2,California,San Leandro,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94577,37.7199247,-122.1689284
359,gddmc5@aol.com,Palm Springs Hydroponics and Organics,PO Box 86,Test Address Line 2,Colorado,Rico,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,81332,37.6927729,-108.0303502
273,DBC.INC88@yahoo.com,Garden Wise,5445 Nyland,Test Address Line 2,California,Union City,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94587,37.5952304,-122.043969
653,wcavengr@gmail.com,Victory Hydro Gardens,PO Box 6427,Test Address Line 2,California,San Mateo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,94403,37.5349925,-122.3050823
1155,mitch.sadlar@gmail.com,Flint DIgital,1515 Amblewood Drive,Test Address Line 2,Missouri,Cape Girardeau,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,63701,37.335097,-89.54061
54,DHL@hushmail.com,Jim's Flowers II DBA - Northern Lights H.G.S,99 Clear Creek Loop,Test Address Line 2,Colorado,Durango,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,81301,37.313882,-107.782263
518,Andrea@methodseven.com,Bad Apple Arts,2851 E Research Park Drive,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
616,MatthewChana@gmail.com,Botani Garden,2851 E Research Park Drive,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
20,james@methodseven.com,Brew and Grow / Alternative Garden Supply,2851 E Research Park Dr.,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
86,dealerservice@methodseven.com,Grace's Hydro-Organic Garden Center,2851 E Research Park Dr,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
19,Bill@methodseven.com,Method Seven,2851 Research Park Dr. Unit E,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
683,Mr.Cash@cash.com,The Hydro Source,2851 E Research Park Drive Suite E,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
467,Barry@methodseven.com,Urban Hydroponics AU,2851 E Research Park Drive,Test Address Line 2,California,Soquel,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95073,36.9857,-121.968518
952,chrisdevenpeck@yahoo.com,Mount Shasta's Green Thumb,720 Pleasant Valley Lane,Test Address Line 2,California,Aptos,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95003,36.9840689,-121.8242061
1040,walker.pearcepercy@gmail.com,Tradewinds Sunglass Company,609 Riverview Drive,Test Address Line 2,California,Capitola,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95010,36.977766,-121.956281
202,surfingcowboy1@gmail.com,SnoGro Indoor Gardening Supply,692 38th Ave. #21,Test Address Line 2,California,Santa Cruz,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95062,36.962248,-121.966325
245,hydrobroahg@peoplepc.com,Indoor Garden Solution,P.O Box 353,Test Address Line 2,Tennessee,Dandridge,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,37725,36.0153693,-83.4148895
336,info@nmhydroponic.com,Los Angeles Hydroponics and Organics,107 Jimenez St.,Test Address Line 2,New Mexico,Santa Fe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,87501,35.6904224,-105.9496809
1208,andrewtumason@gmail.com,D.R.Labs s.r.l.s.,148 Mesa Verde Street,Test Address Line 2,New Mexico,Santa Fe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,87501,35.6888052,-105.968186
383,santafeindoorstore@hotmail.com,Aggressive Garden,1228 parkway Drive Suite E,Test Address Line 2,New Mexico,Santa Fe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,87507,35.655143,-105.998481
354,danthehydroman@yahoo.com,Maryland Hydroponics,2729 Brundage Ln.,Test Address Line 2,California,Bakersfield,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,93304,35.353798,-119.033373
759,NCstore@htgsupply.com,Hydroponics and More,2712 Freedom Drive,Test Address Line 2,North Carolina,Charlotte,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,28208,35.239019,-80.883929
308,Matt@seaofgreen.net,Method Seven,17 N. Leroux,Test Address Line 2,Arizona,Flagstaff,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,86001,35.1982478,-111.6491502
308,Matt@seaofgreen.net,Trans High Corp.,204-C E. Route 66,Test Address Line 2,Arizona,Flagstaff,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,86001,35.197015,-111.646492
471,Cashcanyo@epbfi.com,The Grow Room AU,2456 cash canyon road,Test Address Line 2,Tennessee,Chattanooga,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,37419,35.1037899,-85.363272
656,hdhydroponics@gmail.com,DNA Genetics,13631 Pawnee Rd.,Test Address Line 2,California,Apple Valley,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92308,34.4992023,-117.1862323
238,info@bvhydro.com,Holland Forge Australia,17455 Bear Valley Road,Test Address Line 2,California,Hesperia,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92345,34.470334,-117.282595
126,1333145013@methodseven.com,Green Hands of Aloha,1948 Chivers St.,Test Address Line 2,California,San Fernando,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91340,34.300571,-118.433407
187,argad@sunlandhydro.com,Rock Nutrients,8300 Foothill Blvd.,Test Address Line 2,California,Sunland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91040,34.2594616,-118.3135372
466,Kyle@kushman.com,Lush Lighting,19803 Covello Street,Test Address Line 2,California,Winnetka,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91306,34.207693,-118.564512
226,ajohnny88@yahoo.com,Oso Tool and Garden Supply,12822 Victory Blvd.,Test Address Line 2,California,North Hollywood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91606,34.1864771,-118.4126426
654,fakeemailaddress@gmail.com,Method Seven,13170 Cumpston St,Test Address Line 2,California,Sherman Oaks,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91401,34.169186,-118.419835
1028,Don@don.com,Simple Soil Hydroponics,13636 Ventura Blvd Box 153,Test Address Line 2,California,Sherman Oaks,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91423,34.1482691,-118.4338345
343,leiferjason@gmail.com,Method Seven Representative,23350 Park Hacienda,Test Address Line 2,California,Calabasas,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91302,34.144884,-118.636235
349,houseofhydroponics@yahoo.com,Growize Inc.,732 West Arrow Hwy,Test Address Line 2,California,San Dimas,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91773,34.1065922,-117.8225632
328,Jason@growlite.com,Miramar Hydroponics,908 W. Calora St.,Test Address Line 2,California,San Dimas,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91773,34.104232,-117.824905
539,nostresshydroso@gmail.com,Columbia Care,7543 Santa Monica Blvd.,Test Address Line 2,California,West Hollywood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90046,34.0909773,-118.3543082
345,Palmtreehydroponics@gmail.com,Reno Hydroponics,2235 E 4th St. Suite G,Test Address Line 2,California,Ontario,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91764,34.0779853,-117.6027501
299,Greenmilehydro@gmail.com,The Big Tomato,1480 South E Street,Test Address Line 2,California,San Bernardino,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92408,34.0729382,-117.2947257
313,thaiphu@gmail.com,Grow Big Supply,2701 Merced Ave.,Test Address Line 2,California,El Monte,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91733,34.060994,-118.051726
210,templehydroshop@gmail.com,GreenSpirit Hydrogardens,3503 Temple Ave Suite A,Test Address Line 2,California,Pomona,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91768,34.0478134,-117.8114906
193,keisha@oslholding.com,High Wire Hydroponics,1428 Nadeao Drive,Test Address Line 2,California,Los Angeles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90019,34.0462677,-118.3326564
371,max@dthydro.com,Method Seven Sales,443 East 16 Street,Test Address Line 2,California,Los Angeles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90015,34.03127,-118.257811
367,dthydro@yahoo.com,West Coast Avengers,443 East 16th Street,Test Address Line 2,California,Los Angeles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90015,34.03127,-118.257811
322,manager@hydroponicsinc.net,Growlite,3811 Wacker Dr.,Test Address Line 2,California,Riverside,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,91752,34.0179058,-117.5158622
1059,keith@thehydrosource.com,Rain City Hydro,11760 Slauson Ave,Test Address Line 2,California,Santa Fe Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90670,33.96397,-118.064409
1070,info@florahydroponics.com,Atwater Hydroponics Inc.,1239 Fowler Street NW,Test Address Line 2,Georgia,Athens,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,30607,33.9629393,-83.506363
677,pitbulldan83@yahoo.com,Esposito Garden Center,4832 W 141st Street,Test Address Line 2,California,Hawthorne,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90250,33.903449,-118.362458
595,lahydro@att.net,Senmatic A/S,2805 W. 157th Street,Test Address Line 2,California,Gardena,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90249,33.888554,-118.324448
170,Raphae@raphael.com,Method Seven Marketing & Trade Shows,2109 Graham Ave.,Test Address Line 2,California,Redondo Beach,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90278,33.8795487,-118.3740541
298,jacki@mytotalhydroponicscenter.com,Urban Organics (FL,4820 Paramount Blvd,Test Address Line 2,California,Lakewood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,90712,33.8465398,-118.1596653
555,pshydroponics@gmail.com,Mendocino County Hydrogardens,1301 Montalvo Way Suite 8,Test Address Line 2,California,Palm Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92262,33.840822,-116.510265
641,zenred@live.com,Growers House,1301 Montalvo Way Suite 8,Test Address Line 2,California,Palm Springs,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92262,33.8407223,-116.5099738
89,joemartin@atlantishydroponics.com,Purple Mountain Hydroponics,1422 Woodmont Lane Suite #4,Test Address Line 2,Georgia,Atlanta,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,30318,33.8031886,-84.4342073
248,scott@dutchgardensupplies.com,Third Coast Horticulture Supply,17831 Sky Park Circle Ste 12 C-D,Test Address Line 2,California,Irvine,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92614,33.6902506,-117.8616077
1036,m@methodseven.com,Deep Roots Hydroponics,3855 Ruby Harper Blvd,Test Address Line 2,Georgia,Atlanta,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,30354,33.6495397,-84.3805862
411,grassrootshydrochick@gmail.com,Oil Slick,31875 Corydon Rd Suite #130,Test Address Line 2,California,Lake Elsinore,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92530,33.63244,-117.293869
263,thehydrocloset@yahoo.com,Kern Hydroponics,5826 W Olive Ave.,Test Address Line 2,Arizona,Glendale,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,85302,33.5690279,-112.1846084
469,editor@420magazine.com,Greenleaf Hydroponics AU,14 Monarch Bay Plaza #420,Test Address Line 2,California,Monarch Beach,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92629,33.4860351,-117.72453
142,steven@seaofgreen.com,Ultra Green Hydroponics,1301 E. University Dr. #134,Test Address Line 2,Arizona,Tempe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,85281,33.4215567,-111.9169322
899,gardensolutionsaz@gmail.com,Hydro Ponics Inc.,2245 W. University Dr. Ste. 3,Test Address Line 2,Arizona,Tempe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,85281,33.4213911,-111.9726791
571,northcountyhydroponics@gmail.com,Green Grow,115 South Coast Highway,Test Address Line 2,California,Oceanside,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92054,33.1945062,-117.3785035
219,amanda@sdhydroponics.com,Endless Green Hydroponics,802 North Twin Oaks Valley Road,Test Address Line 2,California,San Marcos,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92069,33.1535039,-117.1620072
250,info@greenspirithydro.com,The Grow Show,1864 Meeting Street,Test Address Line 2,South Carolina,Charleston,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,29405,32.8296732,-79.9522025
250,info@greenspirithydro.com,Full Scale Soil and Hydro,3002 Coopers Basin Cir,Test Address Line 2,South Carolina,Charleston,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,29414,32.807743,-80.080841
575,miramarhydro@yahoo.com,Maine Hydroponic Supply,1338 Marline Ave,Test Address Line 2,California,El Cajon,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92021,32.805521,-116.933463
536,info@mightyhydro.com,Indoor Farming Supplies,4780 Mission Gorge Place A1,Test Address Line 2,California,San Diego,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,92120,32.7813631,-117.0913344
100,rod.lertola@hydrodynamicsintl.com,The Plant,8707 Temple Terrace Hwy,Test Address Line 2,Florida,Tampa,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,33637,28.0324518,-82.3562666
163,Thefuturefarms@comcast.net,Go Green Hydroponics,14291 SW 120th St. Suite 105,Test Address Line 2,Florida,Miami,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,33186,25.6557751,-80.4270664
982,jeff.gibson@superiorgrowers.com,Method Seven,13080 SW 248th St Unit 11,Test Address Line 2,Florida,Homestead,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,33032,25.536359,-80.404042
780,info@GrowforXS.com,EcoGrow LED,24 Simms Road,Test Address Line 2,WA,Greensborough,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,3008,-37.711954,145.11134
784,info@truebloominhydroponics.com,Vertical Hydrogarden,7/36 Port Kembla Drive,Test Address Line 2,WA,Bibra Lake,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,6163,-32.099786,115.800884
781,info@thegrowroom.com,The Urban Garden,1/1451 Albany Highway,Test Address Line 2,WA,Cannington,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,6107,-32.026276,115.94215
